tarea,fuente,nombre_proyecto,COD_DANE,nota,clasificacion_sugerida,motivo_sugerencia,clave,anio_inicio,id_registro,n_registros,url,tipo_registro,tokens_match,cod_dane_match
SECTOR,renare,Proyecto Hidroeléctrico San Miguel 42 MW,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo: PDBC - Programas de Desarrollo Bajo en Carbono (no concluyente),renare|proyecto hidroelectrico san miguel 42 mw,,68b22cc42cb375c800b83d8a,1.0,https://renare.minambiente.gov.co/,PDBC - Programas de Desarrollo Bajo en Carbono,SAN MIGUEL,68686;86757
SECTOR,renare,Proyecto hidroeléctrico a filo de agua Río Amoyá,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo: PDBC - Programas de Desarrollo Bajo en Carbono (no concluyente),renare|proyecto hidroelectrico a filo de agua rio amoya,,68b22cc32cb375c800b83d87,1.0,https://renare.minambiente.gov.co/,PDBC - Programas de Desarrollo Bajo en Carbono,,
SECTOR,renare,PROYECTO CARBONO  EN GANADERIA REGENERATIVA EN COLOMBIA VCS ID 3927 VERRA,,Verra VCS 3927: proyecto de carbono en ganadería regenerativa; AFOLU.,AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|proyecto carbono en ganaderia regenerativa en colombia vcs id 3927 verra,,VCS-3927,1.0,https://registry.verra.org/app/projectDetail/VCS/3927,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,Captura de CO2 a partir de biorreactores con microalgas chlorella vulgaris,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo: PDBC - Programas de Desarrollo Bajo en Carbono (no concluyente),renare|captura de co2 a partir de biorreactores con microalgas chlorella vulgaris,,68b22cbc2cb375c800b83d7d,1.0,https://renare.minambiente.gov.co/,PDBC - Programas de Desarrollo Bajo en Carbono,,
SECTOR,renare,Primer Proyecto Agrupado de Helios S.A. E.S.P para la energización de hogares en Zonas No Interconectadas en Colombia,,Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | REVISAR: el nombre disponible no permite confirmar con suficiente certeza la naturaleza AFOLU/no-AFOLU ni la fecha de inicio; no se imputa un año.,REVISAR,tipo: PDBC - Proyectos de Desarrollo Bajo en Carbono (no concluyente),renare|primer proyecto agrupado de helios s.a. e.s.p para la energizacion de hogares en zonas no interconectadas en colombia,,68b22cbb2cb375c800b83d7a,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,Central Hidroeléctrica Menor Alto Tuluá,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|central hidroelectrica menor alto tulua,,68b22ca02cb375c800b83d63;68b22cb02cb375c800b83d72,2.0,https://renare.minambiente.gov.co/,MDL - Proyectos del Mecanismo de Desarrollo Limpio;PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,Generación de electricidad a partir de biomasa forestal para la Zona No Interconectada de Puerto Carreño - Vichada,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo: PDBC - Proyectos de Desarrollo Bajo en Carbono (no concluyente),renare|generacion de electricidad a partir de biomasa forestal para la zona no interconectada de puerto carreno - vichada,,68b22cb02cb375c800b83d6f,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,PUERTO CARRENO,99001
SECTOR,renare,Central Hidroeléctrica Cucuana,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|central hidroelectrica cucuana,,68b229fa2cb375c800b83ac8;68b22ca52cb375c800b83d67;68b22caa2cb375c800b83d6b,3.0,https://renare.minambiente.gov.co/,MDL - Proyectos del Mecanismo de Desarrollo Limpio;PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,PIDs Planes Integrales de Descarbonnizacion,,Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | REVISAR: el nombre disponible no permite confirmar con suficiente certeza la naturaleza AFOLU/no-AFOLU ni la fecha de inicio; no se imputa un año.,REVISAR,tipo: PDBC - Proyectos de Desarrollo Bajo en Carbono (no concluyente),renare|pids planes integrales de descarbonnizacion,,68b22c9f2cb375c800b83d60,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,"FINCA LA PAZ II LA VICHADA, COLOMBIA",,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,"renare|finca la paz ii la vichada, colombia",,68b22c9a2cb375c800b83d5c,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,LA PAZ,20621;68397
SECTOR,renare,PCH Cantayús,,Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | REVISAR: el nombre disponible no permite confirmar con suficiente certeza la naturaleza AFOLU/no-AFOLU ni la fecha de inicio; no se imputa un año.,REVISAR,tipo: MDL PoA - Programas de Actividades del Mecanismo de Desarrol (no concluyente),renare|pch cantayus,,68b22bfd2cb375c800b83cbb;68b22c802cb375c800b83d3d;68b22c8f2cb375c800b83d51,3.0,https://renare.minambiente.gov.co/,MDL - Proyectos del Mecanismo de Desarrollo Limpio;MDL PoA - Programas de Actividades del Mecanismo de Desarrollo Limpio;PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,Proyecto Forestal de Mitigación Carbono SOMBRILLA ZONA CAFETERA FCG-CO2CERO,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|proyecto forestal de mitigacion carbono sombrilla zona cafetera fcg-co2cero,,68b22c892cb375c800b83d4d,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,Proyecto Forestal Núcleo Vichada - Meta CO2CERO,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|proyecto forestal nucleo vichada - meta co2cero,,68b22c842cb375c800b83d49,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,PROYECTO FORESTAL COSERVECO SAS - 24,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo: PDBC - Proyectos de Desarrollo Bajo en Carbono (no concluyente),renare|proyecto forestal coserveco sas - 24,,68b22c832cb375c800b83d46,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,Parque eólico Guajira I,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo: PDBC - Proyectos de Desarrollo Bajo en Carbono (no concluyente),renare|parque eolico guajira i,,68b22a2c2cb375c800b83af2;68b22c822cb375c800b83d43,2.0,https://renare.minambiente.gov.co/,MDL - Proyectos del Mecanismo de Desarrollo Limpio;PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,Proyecto hidroeléctrico Sogamoso,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo: PDBC - Proyectos de Desarrollo Bajo en Carbono (no concluyente),renare|proyecto hidroelectrico sogamoso,,68b229942cb375c800b83a62;68b22c812cb375c800b83d40,2.0,https://renare.minambiente.gov.co/,MDL - Proyectos del Mecanismo de Desarrollo Limpio;PDBC - Proyectos de Desarrollo Bajo en Carbono,SOGAMOSO,15759
SECTOR,renare,PCH CANTAYUS,,Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | REVISAR: el nombre disponible no permite confirmar con suficiente certeza la naturaleza AFOLU/no-AFOLU ni la fecha de inicio; no se imputa un año.,REVISAR,tipo: PDBC - Proyectos de Desarrollo Bajo en Carbono (no concluyente),renare|pch cantayus,,68b22bfd2cb375c800b83cbb;68b22c802cb375c800b83d3d;68b22c8f2cb375c800b83d51,3.0,https://renare.minambiente.gov.co/,MDL - Proyectos del Mecanismo de Desarrollo Limpio;MDL PoA - Programas de Actividades del Mecanismo de Desarrollo Limpio;PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,SAHBIO CARBONO,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo=NAMA - Acciones Nacionalmente ; actividades sugiere AFOLU,renare|sahbio carbono,,68b22c7b2cb375c800b83d39,1.0,https://renare.minambiente.gov.co/,NAMA - Acciones Nacionalmente Apropiadas de Mitigación,,
SECTOR,renare,Proyecto Forestal Carbono Sombrilla Abejorral,,"Verificado en declaración de verificación ICONTEC: proyecto forestal CO2CERO Cordillera Central, duración indicada 02/11/2009–01/11/2039.",AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|proyecto forestal carbono sombrilla abejorral,2009.0,68b22c752cb375c800b83d35,1.0,https://docs.supersalud.gov.co/Intranet/Planeacion/SubsistemaGestionAmbiental/Certificados%20de%20Carbono%202018.pdf,PDBC - Proyectos de Desarrollo Bajo en Carbono,ABEJORRAL,5002
SECTOR,renare,SOMBRILLA BAJO CAUCA Y COSTA NORTE CO2CERO-FCG,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|sombrilla bajo cauca y costa norte co2cero-fcg,,68b22c6f2cb375c800b83d31,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,Bajo Tuluá Minor Hydroelectric Power Plant - CDM,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo=MDL - Proyectos del Mecanismo ; actividades sugiere AFOLU,renare|bajo tulua minor hydroelectric power plant - cdm,,68b22c6a2cb375c800b83d2d,1.0,https://renare.minambiente.gov.co/,MDL - Proyectos del Mecanismo de Desarrollo Limpio,,
SECTOR,renare,Proyecto Forestal CO2CERO VICHADA,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|proyecto forestal co2cero vichada,,68b22c5d2cb375c800b83d1f,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,Proyecto Forestal Sombrilla Urrao FCG,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|proyecto forestal sombrilla urrao fcg,,68b22c582cb375c800b83d1b,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,PROYECTO FORESTAL CO2CERO CAUCHO PL UNO,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|proyecto forestal co2cero caucho pl uno,,68b22c532cb375c800b83d17,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,MONTERREY;PUERTO GAITAN;PUERTO LOPEZ;SABANALARGA,50568;50573;5628;85162;85300;8638
SECTOR,renare,PROYECTO FORESTAL CARBONO IG FARMS ,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|proyecto forestal carbono ig farms,,68b22c4e2cb375c800b83d13,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,CORDOBA;LA APARTADA,13212;23350;52215;63212
SECTOR,renare,PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|proyecto forestal co2cero caucho el viento,,68b22c432cb375c800b83d0b,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,PROYECTO FORESTAL CO2CERO META,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|proyecto forestal co2cero meta,,68b22c3d2cb375c800b83d07,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,PROYECTO FORESTAL CO2CERO CORDILLERA CENTRAL,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|proyecto forestal co2cero cordillera central,,68b22c372cb375c800b83d03,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,PROYECTO FORESTAL CO2CERO SANTANDER,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|proyecto forestal co2cero santander,,68b22c2b2cb375c800b83cf5,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,PROYECTO FORESTAL CO2CERO CASANARE,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|proyecto forestal co2cero casanare,,68b22c252cb375c800b83cf1,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,Proyecto Forestal CO2CERO CARIBE,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|proyecto forestal co2cero caribe,,68b22c202cb375c800b83ced,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|proyecto forestal co2cero refocosta la gloria,,68b22c1a2cb375c800b83ce6,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,LA GLORIA,20383
SECTOR,renare,Núcleos Timberlife,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo: PDBC - Proyectos de Desarrollo Bajo en Carbono (no concluyente),renare|nucleos timberlife,,68b22c192cb375c800b83ce3,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,Conservación de la Selva de Guainía,,Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | REVISAR: el nombre disponible no permite confirmar con suficiente certeza la naturaleza AFOLU/no-AFOLU ni la fecha de inicio; no se imputa un año.,REVISAR,tipo: PDBC - Proyectos de Desarrollo Bajo en Carbono (no concluyente),renare|conservacion de la selva de guainia,,68b22c0d2cb375c800b83cd5,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,Proyectos hidroeléctricos El Molino - San Matías,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo: PDBC - Proyectos de Desarrollo Bajo en Carbono (no concluyente),renare|proyectos hidroelectricos el molino - san matias,,68b22c0c2cb375c800b83cd2,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,EL MOLINO,44110
SECTOR,renare,Proyecto hidroeléctrico PCH Luzma,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo: PDBC - Proyectos de Desarrollo Bajo en Carbono (no concluyente),renare|proyecto hidroelectrico pch luzma,,68b22c0b2cb375c800b83ccf,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,Parque eólico WESP 01,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo: PDBC - Proyectos de Desarrollo Bajo en Carbono (no concluyente),renare|parque eolico wesp 01,,68b22c0a2cb375c800b83ccc,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,PAISAJES PRODUCTIVOS RESTAURADOS EN LA CUENCA MEDIA DEL RÍO MAGDALENA EN COLOMBIA,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo=PDBC - Programas de Desarrollo; actividades sugiere AFOLU,renare|paisajes productivos restaurados en la cuenca media del rio magdalena en colombia,,68b22bfe2cb375c800b83cbe,1.0,https://renare.minambiente.gov.co/,PDBC - Programas de Desarrollo Bajo en Carbono,,
SECTOR,renare,PCH Cantayus,,Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | REVISAR: el nombre disponible no permite confirmar con suficiente certeza la naturaleza AFOLU/no-AFOLU ni la fecha de inicio; no se imputa un año.,REVISAR,tipo: MDL - Proyectos del Mecanismo de Desarrollo Limpio (no concluyente),renare|pch cantayus,,68b22bfd2cb375c800b83cbb;68b22c802cb375c800b83d3d;68b22c8f2cb375c800b83d51,3.0,https://renare.minambiente.gov.co/,MDL - Proyectos del Mecanismo de Desarrollo Limpio;MDL PoA - Programas de Actividades del Mecanismo de Desarrollo Limpio;PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,Sustainable Agroforestry Cacao Meta,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|sustainable agroforestry cacao meta,,68b22bfc2cb375c800b83cb8,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,CABUYARO,50124
SECTOR,renare,PROYECTO FORESTAL CO2CERO META_09,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|proyecto forestal co2cero meta_09,,68b22bf72cb375c800b83cb4,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,Bella Bosque Afforestation Project - Colombia,,"Verra VCS 3450. Documento de proyecto reporta periodo de acreditación/vida 06/07/2017–05/07/2057 en Cabuyaro, Meta.",AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|bella bosque afforestation project - colombia,2017.0,VCS-3450,1.0,https://registry.verra.org/app/projectDetail/VCS/3450,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,Paramuno P2 ,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo: PDBC - Proyectos de Desarrollo Bajo en Carbono (no concluyente),renare|paramuno p2,,68b22beb2cb375c800b83ca6,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
